clinic_name,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,something
Centrul Medical Sanmed Rm. Valcea Nord,"Str. Matei Basarab Nr. 3Valcea, Ramnicu Valcea",Str. Matei Basarab,Nr. 3,Ramnicu Valcea,Valcea,,Mihai
Centrul Medical Sapientek Bucuresti,,,,,,,Mihai
Centrul Medical Sapientek Buzau,"Str. Transilvaniei Nr. 152Buzau, Buzau",Str. Transilvaniei,Nr. 152,Buzau,Buzau,,Mihai
Centrul Medical Senarius,"Str. Clinicilor Nr. 36Cluj, Cluj-Napoca",Str. Clinicilor,Nr. 36,Cluj-Napoca,Cluj,,Mihai
Centrul Medical Sfantul Nicolae (Mecclinic),"Str. Imparatul Traian Nr. 93Dolj, Craiova",Str. Imparatul Traian,Nr. 93,Craiova,Dolj,,Mihai
Centrul Medical Sfantul Spiridon Vechi,Piata Natiunilor Unite Nr. 5-7 sector 4 Bucuresti,Piata Natiunilor Unite,Nr. 5-7,Sector 4,Bucuresti,,Mihai
Centrul Medical Sfantul Stefan,"Strada Simion Barnutiu Nr. 21Timis, Timisoara",Strada Simion Barnutiu,Nr. 21,Timisoara,Timis,,Mihai
Centrul Medical Silvia,,,,,,,Mihai
Centrul Medical Simona,Str. Ing. Pascal Cristian Nr. 33 sector 6 Bucuresti,Str. Ing. Pascal Cristian,Nr. 33,Sector 6,Bucuresti,,Mihai
Centrul Medical Simptom,Str. Olanesti  bl. 43A ap. 2 parter sector 6 Bucuresti,Str. Olanesti,,Sector 6,Bucuresti,bl. 43A ap. 2 parter,Mihai
Centrul Medical Sina,"Str. Libertatii Nr. 65ACluj, Apahida",Str. Libertatii,Nr. 65A,Apahida,Cluj,,Mihai
Centrul medical Speranta Bioxim,Str. Nedelcu Ilie Nr.10 sector 5 Bucuresti,Str. Nedelcu Ilie,Nr. 10,Sector 5,Bucuresti,,Mihai
Centrul Medical Straubing,,,,,,,Mihai
Centrul Medical TeoClinik,"Str. Stefan cel Mare  bl. 410 sc. A parterVaslui, Vaslui",Str. Stefan cel Mare,,Vaslui,Vaslui,bl. 410 sc. A parter,Mihai
Centrul Medical Terra Med,"Str. Buna Ziua Nr. 34-36Cluj, Cluj-Napoca",Str. Buna Ziua,Nr. 34-36,Cluj-Napoca,Cluj,,Mihai
Centrul Medical Theodor,"Str. Teodor Mihaly Nr. 2Timis, Timisoara",Str. Teodor Mihaly,Nr. 2,Timisoara,Timis,,Mihai
Centrul Medical TheraMed,"str. Pictor Ion Andreescu Nr. 2ABrasov, Brasov",str. Pictor Ion Andreescu,Nr. 2A,Brasov,Brasov,,Mihai
Centrul Medical Tinos Clinic,Aleea Barajul Dunarii Nr. 10C sector 3 Bucuresti,Aleea Barajul Dunarii,Nr. 10C,Sector 3,Bucuresti,,Mihai
Centrul Medical Transmed Expert,"Str. Perju Nr. 9Iasi, Iasi",Str. Perju,Nr. 9,Iasi,Iasi,,Mihai
Centrul Medical Urosan,"Str. Hunedoara Nr. 31Mures, Targu Mures",Str. Hunedoara,Nr. 31,Targu Mures,Mures,,Mihai
Centrul Medical Valahia,"Str. Golesti Nr. 7Prahova, Ploiesti",Str. Golesti,Nr. 7,Ploiesti,Prahova,,Mihai
Centrul Medical Valleriana,"Calea Domneasca Nr. 226Dambovita, Targoviste",Calea Domneasca,Nr. 226,Targoviste,Dambovita,,Mihai
Centrul Medical Vanimed,"Str. Horea Nr. 48Cluj, Cluj-Napoca",Str. Horea,Nr. 48,Cluj-Napoca,Cluj,,Mihai
Centrul Medical Visa Med,"Str. Caiuti Nr. 57Constanta, Constanta",Str. Caiuti,Nr. 57,Constanta,Constanta,,Mihai
Centrul Medical Vista,"Str. Romulus Nr. 41Timis, Timisoara",Str. Romulus,Nr. 41,Timisoara,Timis,,Mihai
Centrul Medical Vital,B-dul Dimitrie Cantemir Nr. 23 bl. 3 ap. 3 sector 4 Bucuresti,B-dul Dimitrie Cantemir,Nr. 23,Sector 4,Bucuresti,bl. 3 ap. 3,Mihai
Centrul Medical Vivamed Brasov,"Str. Matei Basarab Nr. 33Brasov, Brasov",Str. Matei Basarab,Nr. 33,Brasov,Brasov,,Mihai
Centrul Medical Vivamed Brasov 2,"Str. Decebal Nr. 82Brasov, Brasov",Str. Decebal,Nr. 82,Brasov,Brasov,,Mihai
Centrul Medicina Alternativa Iasi,"Str. Arcu Nr. 1 sc. A demisolIasi, Iasi",Str. Arcu,Nr. 1,Iasi,Iasi,sc. A demisol,Mihai
Centrul Medico-Chirurgical Interservisan,"Str. N. Pascaly Nr. 5Cluj, Cluj-Napoca",Str. N. Pascaly,Nr. 5,Cluj-Napoca,Cluj,,Mihai
Centrul Medico-Chirurgical Interservisan Motilor,"Calea Motilor Nr. 87Cluj, Cluj-Napoca",Calea Motilor,Nr. 87,Cluj-Napoca,Cluj,,Mihai
Centrul Ofta Review,"Calea Motilor Nr. 9 ap. 8Cluj, Cluj-Napoca",Calea Motilor,Nr. 9,Cluj-Napoca,Cluj,ap. 8,Mihai
Centrul Oftalmologic Gauss Buhusi,"Str Tineretului  Bl 24 Sc D parterBacau, Buhusi",Str Tineretului,,Buhusi,Bacau,Bl 24 Sc D parter,Mihai
Centrul Oftalmologic Gauss Comanesti,"str. Republicii Nr. C4Bacau, Comanesti",str. Republicii,Nr. C4,Comanesti,Bacau,,Mihai
Centrul Oftalmologic Gauss Luminii - Bacau,"Str. Luminii Nr. 3Bacau, Bacau",Str. Luminii,Nr. 3,Bacau,Bacau,,Mihai
Centrul Oftalmologic Gauss Mioritei - Bacau,"Str. Mioritei Nr. 29BBacau, Bacau",Str. Mioritei,Nr. 29B,Bacau,Bacau,,Mihai
Centrul Oftalmologic Gauss Moinesti,"str. V.Alecsandri Nr. 5Bacau, Moinesti",str. V.Alecsandri,Nr. 5,Moinesti,Bacau,,Mihai
Centrul Oftalmologic Gauss Onesti,"str. Republicii , Nr. 1Bacau, Onesti",str. Republicii ,Nr. 1,Onesti,Bacau,,Mihai
Centrul Oftalmologic Gauss Piatra Neamt,"bld. Decebal Nr. 14Neamt, Piatra Neamt",bld. Decebal,Nr. 14,Piatra Neamt,Neamt,,Mihai
Centrul Oftalmologic Gauss Sturza - Bacau,"Str I.S. Sturza Nr. 39Bacau, Bacau",Str I.S. Sturza,Nr. 39,Bacau,Bacau,,Mihai
Centrul Oftalmologic Gauss Targu Neamt,"Bulevardul Mihai Eminescu , Bl M9, parterNeamt, Targu Neamt",Bulevardul Mihai Eminescu,,Targu Neamt,Neamt,", Bl M9, parter",Mihai
Centrul Oftalmologic Gauss Targu Ocna,"Str Costachi Negri Nr. A Bl A10 Sc B parterBacau, Targu Ocna",Str Costachi Negri,Nr. A,Targu Ocna,Bacau,Bl A10 Sc B parter,Mihai
Centrul Oftalmologic Oculus,Calea Floreasca Nr. 91-111 bl. F1 parter sector 1 Bucuresti,Calea Floreasca,Nr. 91-111,Sector 1,Bucuresti,bl. F1 parter,Mihai
Centrul OncoFort,Str. Traian Popovici Nr. 79-91 sector 3 Bucuresti,Str. Traian Popovici,Nr. 79-91,Sector 3,Bucuresti,,Mihai
Centrul Oncologic de Tratament Hamburg - Bucuresti,Piata Sfantul Stefan Nr. 13B Bucuresti,Piata Sfantul Stefan,Nr. 13B,***,Bucuresti,,Mihai
Centrul Pozitron - Diagnosztika,"B-dul Gen. Magheru Nr. 1Bihor, Oradea",B-dul Gen. Magheru,Nr. 1,Oradea,Bihor,,Mihai
Centrul Privat de Obstetrica Ginecologie Romeo Stanescu - Hunedoara,"Str. Constantin Brancusi Nr. 2Hunedoara, Hunedoara",Str. Constantin Brancusi,Nr. 2,Hunedoara,Hunedoara,,Mihai
Centrul ProVita - Matei Bals,Str. Calistrat Grozovici Nr. 1 sector 2 Bucuresti,Str. Calistrat Grozovici,Nr. 1,Sector 2,Bucuresti,,Mihai
Centrul ProVita - Popa Savu,Str. Popa Savu Nr. 16 sector 1 Bucuresti,Str. Popa Savu,Nr. 16,Sector 1,Bucuresti,,Mihai
Centrul Psiho Armonie Dorobanti,Str. N. Constantinescu Nr. 11 bl. 11 sc. 1 ap. 2 sector 1 Bucuresti,Str. N. Constantinescu,Nr. 11,Sector 1,Bucuresti,bl. 11 sc. 1 ap. 2,Mihai
Centrul Stomatologic Medimpex,B-dul M. Kogalniceanu Nr. 30 sc. A parter sector 1 Bucuresti,B-dul M. Kogalniceanu,Nr. 30,Sector 1,Bucuresti,sc. A parter,Mihai
Centul Medical Cridipa,"Str. Duiliu Zamfirescu Nr. 20Cluj, Cluj-Napoca",Str. Duiliu Zamfirescu,Nr. 20,Cluj-Napoca,Cluj,,Mihai
Chiajna Medical Center,"Str. 1 Decembrie 1918 Nr. 211Ilfov, Chiajna",Str. 1 Decembrie 1918,Nr. 211,Chiajna,Ilfov,,Mihai
Ciso Dental,B-dul Burebista Nr. 1 bl. D15 sc. 3 parter sector 3 Bucuresti,B-dul Burebista,Nr. 1,Sector 3,Bucuresti,bl. D15 sc. 3 parter,Mihai
Citobiomed,"Bld. Basarabia Nr. 98, bloc E1, parter, sector 2 Bucuresti",Bld. Basarabia,Nr. 98,Sector 2,Bucuresti,"bloc E1, parter",Mihai
City Dent,Str. Teheran Nr. 2 et. 2 Bucuresti,Str. Teheran,Nr. 2,***,Bucuresti,et. 2,Mihai
City Dental,"Str. General Traian Mosoiu Nr. 50/15Cluj, Cluj-Napoca",Str. General Traian Mosoiu,Nr. 50/15,Cluj-Napoca,Cluj,,Mihai
Clarodent,Str. Virtutii Nr. 12 bl. R11a sc. 2 ap. 34 sector 6 Bucuresti,Str. Virtutii,Nr. 12,Sector 6,Bucuresti,bl. R11a sc. 2 ap. 34,Mihai
Clinic Mirmed Aslan,Str. Valea Cascadelor Nr. 3-5 sector 6 Bucuresti,Str. Valea Cascadelor,Nr. 3-5,Sector 6,Bucuresti,,Mihai
Clinica 1Dentist,Sos. Stefan cel Mare Nr. 5 bl. 6 sc. B ap. 34 Bucuresti,Sos. Stefan cel Mare,Nr. 5,***,Bucuresti,bl. 6 sc. B ap. 34,Mihai
Clinica 32 - Banu Manta,"B-dul Banu Manta Nr. 79A, sector 1 Bucuresti",B-dul Banu Manta,Nr. 79A,Sector 1,Bucuresti,,Mihai
Clinica 32 - Scarlatescu,Str. Scarlatescu Nr. 3 sector 1 Bucuresti,Str. Scarlatescu,Nr. 3,Sector 1,Bucuresti,,Mihai
Clinica Aesthetica,"B-dul Mamaia Nr. 90Constanta, Constanta",B-dul Mamaia,Nr. 90,Constanta,Constanta,,Mihai
Clinica Alteo,"str. Lucian Blaga Nr. 17 BistritaBistrita-Nasaud, Bistrita",str. Lucian Blaga,Nr. 17,Bistrita,Bistrita-Nasaud,,Mihai
Clinica Ancodent,"Str. Alexandru Macedonski Nr. 38Dolj, Craiova",Str. Alexandru Macedonski,Nr. 38,Craiova,Dolj,,Mihai
Clinica Aquamarin,B-dul. Decebal Nr. 6 bl. S10 sc. 1 ap. 3 sector 3 Bucuresti,B-dul. Decebal,Nr. 6,Sector 3,Bucuresti,bl. S10 sc. 1 ap. 3,Mihai
Clinica Armonica,"Aleea Stefan cel Mare si Sfant Nr. 7 bl. C3Iasi, Pascani",Aleea Stefan cel Mare si Sfant,Nr. 7,Pascani,Iasi,bl. C3,Mihai
Clinica Artdentis,"Str. C. Salceanu Nr. 5ATimis, Timisoara",Str. C. Salceanu,Nr. 5A,Timisoara,Timis,,Mihai
Clinica Artis 3,"Str. Republicii Nr. 82BCluj, Cluj-Napoca",Str. Republicii,Nr. 82B,Cluj-Napoca,Cluj,,Mihai
Clinica As,"Strada Jean Texier, Nr. 3, ap.1, parter Bucuresti",Strada Jean Texier,Nr. 3,***,Bucuresti,"ap.1, parter",Mihai
Clinica Asist,B-dul. Unirii Nr. 45 bl. E3 sc. 2A et. 6 ap. 54 sector 3 Bucuresti,B-dul. Unirii,Nr. 45,Sector 3,Bucuresti,bl. E3 sc. 2A et. 6 ap. 5,Mihai
Clinica Bendis,"Str. Observatorului Nr. 134-138 parter - corp ACluj, Cluj-Napoca",Str. Observatorului,Nr. 134-138,Cluj-Napoca,Cluj,parter - corp A,Mihai
Clinica BluMed,"Strada Vlad Judetul Nr. 46, Parter, Sector 3 Bucuresti",Strada Vlad Judetul,Nr. 46,Sector 3,Bucuresti,Parter,Mihai
Clinica Bonjour Dental,"str. Buna Ziua Nr. 39, bloc E7D, la parterCluj, Cluj-Napoca",str. Buna Ziua,Nr. 39,Cluj-Napoca,Cluj,"bloc E7D, la parter",Mihai
Clinica Ceptura,,,,,,,Mihai
Clinica Chirurgie Estetica ArcaLife,Str. Jiului Nr. 131 sector 1 Bucuresti,Str. Jiului,Nr. 131,Sector 1,Bucuresti,,Mihai
Clinica Chirurgie Vasculara Dr. Rafael Halpern,,,,,,,Mihai
Clinica Cosmedica,"Str. George Cosbuc Nr. 52Maramures, Baia Mare",Str. George Cosbuc,Nr. 52,Baia Mare,Maramures,,Mihai
Clinica de Alergologie si Imunologie Medical Simbol,Str. Baldovin Parcalabul Nr. 1 sector 1 Bucuresti,Str. Baldovin Parcalabul,Nr. 1,Sector 1,Bucuresti,,Mihai
Clinica de chirurgie generala Rocomed,"Str. Medeea Nr. 34AConstanta, Constanta",Str. Medeea,Nr. 34A,Constanta,Constanta,,Mihai
Clinica de copii Academia Spatala Dr. Leahu - Victoriei,"Strada Arhitect Louis Blanc Nr. 19A, sector 1 Bucuresti",Strada Arhitect Louis Blanc,Nr. 19A,Sector 1,Bucuresti,,Mihai
Clinica de Diagnostic Gral,Str. Traian Popovici Nr. 79-91 sector 3 Bucuresti,Str. Traian Popovici,Nr. 79-91,Sector 3,Bucuresti,,Mihai
Clinica de Diagnostic Gral  - Traian Popovici,Str. Traian Popovici Nr. 79-91 sector 3 Bucuresti,Str. Traian Popovici,Nr. 79-91,Sector 3,Bucuresti,,Mihai
Clinica de Diagnostic Phoenix - Alba Iulia,"B-dul Republicii Nr. 5Alba, Alba Iulia",B-dul Republicii,Nr. 5,Alba Iulia,Alba,,Mihai
Clinica de Fertilitate Gynera,Str. Constantin Aricescu Nr. 8 sector 1 Bucuresti,Str. Constantin Aricescu,Nr. 8,Sector 1,Bucuresti,,Mihai
Clinica de Fertilitate Zygota Mures,"Str. Transilvaniei Nr. 161Mures, Sangeorgiu de Mures",Str. Transilvaniei,Nr. 161,Sangeorgiu de Mures,Mures,,Mihai
Clinica de Medicina Dentara Smile,"Str. Palas Nr. 7 et. 1 - United Business Center 3Iasi, Iasi",Str. Palas,Nr. 7,Iasi,Iasi,et. 1 - United Business C,Mihai
Clinica de Medicina Dentara Smile,"Str. Palas Nr. 7, United Business Center 3, Etaj 1Iasi, Iasi",Str. Palas,Nr. 7,Iasi,Iasi,United Business Center 3,Mihai
Clinica de Medicina Hiperbara - Livezeni Mures,"Str. Principala Nr. 313Mures, Livezeni",Str. Principala,Nr. 313,Livezeni,Mures,,Mihai
Clinica de Medicina Muncii,"Str. Pasteur Nr. 3-5Cluj, Cluj-Napoca",Str. Pasteur,Nr. 3-5,Cluj-Napoca,Cluj,,Mihai
Clinica de Nutritie Diet4Life,Splaiul Unirii Nr. 4 bl. B3 tronson 2 et. 1 ap. 1 (Sitraco Center) Bucuresti,Splaiul Unirii,Nr. 4,***,Bucuresti,bl. B3 tronson 2 et. 1 ap,Mihai
Clinica de Nutritie si Estetica Medicala Lotus Med,,,,,,,Mihai
Clinica de Oftalmologie Alcor,B-dul Unirii Nr. 71 bl. G2C sector 3 Bucuresti,B-dul Unirii,Nr. 71,Sector 3,Bucuresti,bl. G2C,Mihai
Clinica de Oftalmologie Doctor Diaconu,"Str. Primaverii Nr. 6Arges, Pitesti",Str. Primaverii,Nr. 6,Pitesti,Arges,,Mihai
Clinica de Oftalmologie Oculus Med,"Str. Arhitect Mincu  bl. 12 bis ap. 3Vrancea, Focsani",Str. Arhitect Mincu,,Focsani,Vrancea,bl. 12 bis ap. 3,Mihai
Clinica de Oftalmologie Oftasan,"Str. Plevnei Nr. 245Braila, Braila",Str. Plevnei,Nr. 245,Braila,Braila,,Mihai
Clinica de Oftalmologie Prof. Dr. Benone Carstocea - Laser Optics,Str. Pictor Ion Negulici Nr. 27 sector 1 Bucuresti,Str. Pictor Ion Negulici,Nr. 27,Sector 1,Bucuresti,,Mihai
Clinica de Oftalmologie Sfantul Andrei,Str. Viesparilor Nr. 37 sector 2 Bucuresti,Str. Viesparilor,Nr. 37,Sector 2,Bucuresti,,Mihai
Clinica de oftalmologie Visionclinic,B-dul Marasesti Nr. 2B bl. D parter sector 4 Bucuresti,B-dul Marasesti,Nr. 2B,Sector 4,Bucuresti,bl. D parter,Mihai
Clinica de Ortopedie Ortomed - Alex Bucur,"Str. Republicii Nr. 65-67Cluj, Cluj-Napoca",Str. Republicii,Nr. 65-67,Cluj-Napoca,Cluj,,Mihai
Clinica de Parodontologie ARRA Dental,Str. Giacomo Puccini Nr. 8A et. 3 sector 2 Bucuresti,Str. Giacomo Puccini,Nr. 8A,Sector 2,Bucuresti,et. 3,Mihai
Clinica de Tratament pentru Adictii ALIAT,Str. Constantin F. Robescu Nr. 4 sector 3 Bucuresti,Str. Constantin F. Robescu,Nr. 4,Sector 3,Bucuresti,,Mihai
Clinica Dentara Dr. Leahu - Caramfil,"Str. Nicolae G.Caramfil, Nr. 41, Sector 1 Bucuresti",Str. Nicolae G.Caramfil,Nr. 41,Sector 1,Bucuresti,,Mihai
Clinica Dentara Dr. Leahu Constanta,"Str. Mihai Viteazu Nr. 73Constanta, Constanta",Str. Mihai Viteazu,Nr. 73,Constanta,Constanta,,Mihai
Clinica Dentara Dr. Leahu Pitesti,"Str. Doaga Nr. 11Arges, Pitesti",Str. Doaga,Nr. 11,Pitesti,Arges,,Mihai
Clinica Dentara Dr. Leahu Timisoara,"Strada Cozia Nr. 71Timis, Timisoara",Strada Cozia,Nr. 71,Timisoara,Timis,,Mihai
Clinica Dentara Dr. Leahu Turda,"Calea Victoriei Nr. 21 ACluj, Turda",Calea Victoriei,Nr. 21,Turda,Cluj,A,Mihai
Clinica Dentara Pegadent,Sos. Pantelimon Nr. 225 bl. 66 sc. 1 ap. 4 sector 2 Bucuresti,Sos. Pantelimon,Nr. 225,Sector 2,Bucuresti,bl. 66 sc. 1 ap. 4,Mihai
Clinica Dentara Radionic Company,Str. Tunari Nr. 87 et. 1 sector 2 Bucuresti,Str. Tunari,Nr. 87,Sector 2,Bucuresti,et. 1,Mihai
Clinica Dentara Victoria,"Str. Negru Voda Nr. 3-4Arges, Pitesti",Str. Negru Voda,Nr. 3-4,Pitesti,Arges,,Mihai
Clinica Dentara Victoria Bucuresti,,,,,,,Mihai
Clinica Dentara Victoria Ramnicu Valcea,,,,,,,Mihai
Clinica Dentara Victoria Slatina,,,,,,,Mihai
Clinica Dentist Bun,B-dul Dimitrie Cantemir Nr. 17 bl. 10 sc. B Bucuresti,B-dul Dimitrie Cantemir,Nr. 17,***,Bucuresti,bl. 10 sc. B,Mihai
Clinica Doja 49,"Str. Gheorghe Doja Nr. 49Bihor, Oradea",Str. Gheorghe Doja,Nr. 49,Oradea,Bihor,,Mihai
Clinica Dominic Stanca - Spitalul Clinic de Urgenta Prof. Dr. Octavian Fodor Cluj Napoca,"B-dul. 21 Decembrie Nr. 57Cluj, Cluj-Napoca",B-dul. 21 Decembrie,Nr. 57,Cluj-Napoca,Cluj,,Mihai
Clinica Dr. Barbu,Str Alexandru Constantinescu Nr. 6 Sector 1 (Piata Domenii) Bucuresti,Str Alexandru Constantinescu,Nr. 6,Sector 1,Bucuresti,,Mihai
Clinica Dr. Blaj,"Str. Londra Nr. 5, sector 1 Bucuresti",Str. Londra,Nr. 5,Sector 1,Bucuresti,,Mihai
Clinica Dr. Carauleanu,"Str. Petru Poni Nr. 1 bisIasi, Iasi",Str. Petru Poni,Nr. 1,Iasi,Iasi,bis,Mihai
Clinica Dr. Carmen Giuglea - Centrul Pogany,"Str. Mugur Mugurel Nr. 4, sector 3 Bucuresti",Str. Mugur Mugurel,Nr. 4,Sector 3,Bucuresti,,Mihai
Clinica Dr. Chelariu,"Str. Erou Ciprian Pintea Nr. 19Bacau, Bacau",Str. Erou Ciprian Pintea,Nr. 19,Bacau,Bacau,,Mihai
Clinica Dr. Cristian Nitescu,Splaiul Unirii Nr. 313A Royal Hospital Bucharest Bucuresti,Splaiul Unirii,Nr. 313A,***,Bucuresti,Royal Hospital Bucharest,Mihai
Clinica Dr. Dascalu Mihaela,"Str. Bogdan Dragos Nr. 87 bisNeamt, Roman",Str. Bogdan Dragos,Nr. 87,Roman,Neamt,bis,Mihai
Clinica Dr. Diaconu,"BD. EROILOR  (vis-a-vis de Muzeul Judetean)Arges, Pitesti",BD. EROILOR,,Pitesti,Arges,(vis-a-vis de Muzeul Jude,Mihai
Clinica Dr. Florin Daniel Juravle,Sos. Pipera Nr. 4Aurel Vlaicu Office Building ( Promenada area) Bucuresti,Sos. Pipera,Nr. 4Aurel,***,Bucuresti,Vlaicu Office Building (,Mihai
Clinica Dr. Kozak,Str. Plantelor Nr. 52A sector 2 Bucuresti,Str. Plantelor,Nr. 52A,Sector 2,Bucuresti,,Mihai
Clinica Dr. Leventer Center,"Str. Monetariei Nr. 8, Sector 1 Bucuresti",Str. Monetariei,Nr. 8,Sector 1,Bucuresti,,Mihai
Clinica Dr. Muntean - Timisoara,"Str. Popa Sapca Nr. 20B et. 1Timis, Timisoara",Str. Popa Sapca,Nr. 20B,Timisoara,Timis,et. 1,Mihai
Clinica Dr. Munteanu,"str. Popa Sapca Nr. 20B et. ITimis, Timisoara",str. Popa Sapca,Nr. 20B,Timisoara,Timis,et. I,Mihai
Clinica Dr. Petriu - Swissdent,"Str. Gh. Doja Nr.7 Bl.35FPloiesti - fostul OLANDINAPrahova, Ploiesti",Str. Gh. Doja,Nr. 7,Ploiesti,Prahova,Bl.35F,Mihai
Clinica Efigia Medical Spa,"Str Erou Iancu Nicolae, Nr. 113 Baneasa - (Pipera) Cod postal 07719 Bucuresti",Str Erou Iancu Nicolae,Nr. 113,***,Bucuresti,Baneasa - (Pipera) Cod po,Mihai
Clinica Elena Tulcea,,,,,,,Mihai
Clinica Elginmed,Str. Frederic Chopin Nr. 16 Bucuresti,Str. Frederic Chopin,Nr. 16,***,Bucuresti,,Mihai
Clinica Elite,Str. Tudor Stefan Nr. 42-44 sector 1 Bucuresti,Str. Tudor Stefan,Nr. 42-44,Sector 1,Bucuresti,,Mihai
Clinica Elite,"Str. Tudor Stefan, Nr.42-44 Sector 1 Bucuresti",Str. Tudor Stefan,Nr. 42-44,Sector 1,Bucuresti,,Mihai
Clinica Elite Dent,Str. Teheran Nr. 1 sector 1 Bucuresti,Str. Teheran,Nr. 1,Sector 1,Bucuresti,,Mihai
Clinica Emident,"Str. Vasile Lupu Nr. 28Arges, Pitesti",Str. Vasile Lupu,Nr. 28,Pitesti,Arges,,Mihai
Clinica Endolife,"Str. Maria Tanase Nr. 11Dolj, Craiova",Str. Maria Tanase,Nr. 11,Craiova,Dolj,,Mihai
Clinica EndoPlus,"Str. Emil Racovita Nr. 54Cluj, Cluj-Napoca",Str. Emil Racovita,Nr. 54,Cluj-Napoca,Cluj,,Mihai
Clinica Estetica Dr. Argentina Vidrascu Bucuresti,"Str. Mugur Mugurel Nr. 4, Sector 3, Bucuresti",Str. Mugur Mugurel,Nr. 4,Sector 3,Bucuresti,,Mihai
Clinica Estetica Dr. Argentina Vidrascu Cluj Napoca,"Str. Republicii Nr. 65-67Cluj, Cluj-Napoca",Str. Republicii,Nr. 65-67,Cluj-Napoca,Cluj,,Mihai
Clinica Euclid,"Str. Nicolae Jiga Nr. 13Bihor, Oradea",Str. Nicolae Jiga,Nr. 13,Oradea,Bihor,,Mihai
Clinica Eurodent Millenium,"Str. Baba Novac Nr.6, bl. T2, sc. D, ap. 64, Sector 3 Bucuresti",Str. Baba Novac,Nr. 6,Sector 3,Bucuresti,"bl. T2, sc. D, ap. 64",Mihai
Clinica Explora Group,"Bd. 1 Decembrie 1918 Nr.6, bl.20, parterSuceava, Suceava",Bd. 1 Decembrie 1918,Nr. 6,Suceava,Suceava,"bl.20, parter",Mihai
Clinica Fertilia,Str. Popa Nan Nr. 111-113 sector 3 Bucuresti,Str. Popa Nan,Nr. 111-113,Sector 3,Bucuresti,,Mihai
Clinica Goruna Dentirad,,,,,,,Mihai
Clinica Gral Colentina,Sos. Stefan cel Mare Nr. 19-21 sector 2 Bucuresti,Sos. Stefan cel Mare,Nr. 19-21,Sector 2,Bucuresti,,Mihai
Clinica Gral Focsani,"Str. Bucegi Nr. 28Vrancea, Focsani",Str. Bucegi,Nr. 28,Focsani,Vrancea,,Mihai
Clinica Gral Stefan cel Mare,"Sos. Stefan cel Mare Nr. 230, sector 2 Bucuresti",Sos. Stefan cel Mare,Nr. 230,Sector 2,Bucuresti,,Mihai
Clinica Gral UNEFS,"Str. Constantin Noica Nr. 140, Corp L, sector 6 Bucuresti",Str. Constantin Noica,Nr. 140,Sector 6,Bucuresti,Corp L,Mihai
Clinica Hereditas,"str. Stefan cel Mare Nr. 1079.Suceava, Ipotesti",str. Stefan cel Mare,Nr. 1079.,Ipotesti,Suceava,,Mihai
Clinica Hipocrat - Ploiesti,"B-dul Independentei Nr. 14Prahova, Ploiesti",B-dul Independentei,Nr. 14,Ploiesti,Prahova,,Mihai
Clinica Hipocrat Chisinau,B-dul Chisinau Nr. 16 sector 2 Bucuresti,B-dul Chisinau,Nr. 16,Sector 2,Bucuresti,,Mihai
Clinica Ilda,Str. Clejani Nr. 9 sector 5 Bucuresti,Str. Clejani,Nr. 9,Sector 5,Bucuresti,,Mihai
Clinica IMC Roman,"Str. Roman Musat, Nr. 46 (fosta Dumbrava Rosie)Neamt, Roman",Str. Roman Musat,Nr. 46,Roman,Neamt,(fosta Dumbrava Rosie),Mihai
Clinica Implant ### Esthetic Center,"Str. Armand Calinescu Nr. 2 et. 3Arges, Pitesti",Str. Armand Calinescu,Nr. 2,Pitesti,Arges,et. 3,Mihai
Clinica ImunoMedica,"Str. Virgiliu Nr. 81, sector 1 Bucuresti",Str. Virgiliu,Nr. 81,Sector 1,Bucuresti,,Mihai
Clinica InfoMedica,"Calea A. Vlaicu Nr. 138-140Arad, Arad",Calea A. Vlaicu,Nr. 138-140,Arad,Arad,,Mihai
Clinica Jean Revuz Roderma - Iasi,,,,,,,Mihai
Clinica JMP,,,,,,,Mihai
Clinica Jose Silva,"Strada Jose Silva Nr. 10Timis, Timisoara",Strada Jose Silva,Nr. 10,Timisoara,Timis,,Mihai
Clinica Korall,"Piata Eroii Revolutiei Nr. 22Satu Mare, Satu Mare",Piata Eroii Revolutiei,Nr. 22,Satu Mare,Satu Mare,,Mihai
Clinica Lascar,Intrarea Poiana Nr. 25 sector 1 Bucuresti,Intrarea Poiana,Nr. 25,Sector 1,Bucuresti,,Mihai
Clinica Lid Medlife,Calea Vacaresti Nr. 252-254 et. 1 Bucuresti,Calea Vacaresti,Nr. 252-254,***,Bucuresti,et. 1,Mihai
Clinica Lil Med,Str. Suzana Nr. 7 corp 1 sector 5 Bucuresti,Str. Suzana,Nr. 7,Sector 5,Bucuresti,corp 1,Mihai
Clinica Lipoline Cluj Napoca,"Str. Republicii Nr. 65-67Cluj, Cluj-Napoca",Str. Republicii,Nr. 65-67,Cluj-Napoca,Cluj,,Mihai
Clinica Luxor,,,,,,,Mihai
Clinica Luxury Aesthetics - Bucuresti,Str. Hatmanul Arbore Nr. 12 sector 1 Bucuresti,Str. Hatmanul Arbore,Nr. 12,Sector 1,Bucuresti,,Mihai
Clinica Luxury Aesthetics - Constanta,"Str. Soveja Nr. 55A bl. 59AConstanta, Constanta",Str. Soveja,Nr. 55A,Constanta,Constanta,bl. 59A,Mihai
