clinic_name,description,medical_unit_type,clinic_schedule,primary_phone,secondary_phone,primary_email,website,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,facilities,clinic_specialities
Centrul Medical Doctor Luca,"Centrul Medical Doctor Luca este o policlinica privata, cu capital romano-american, ce ofera servicii profesionale de asistenta medicala primara si specializata, programe preventive si programe de medicina muncii, atat persoanelor fizice cat si celor juridice. Centrul Medical Doctor Luca ofera comunitatii un mediu de ingrijire a sanatatii modern, la standarde internationale, in care preocuparea pentru starea de bine a pacientului este constanta.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,office@drluca.ro,http://www.drluca.ro,"B-dul Eroilor nr. 44Arges, Pitesti",,,,,,,"[""Cardiologie"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Nefrologie"", ""Neurologie"", ""Neurologie Pediatrica"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihiatrie"", ""Psihologie"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie"", ""Urologie""]"
Centrul Medical DORIS,,Centru Medical,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""S"": [{""startTime"": ""09:00"", ""endTime"": ""21:00""}], ""D"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}]}",,,mailto:programare@testare-covid.com,https://testare-covid.com,"b-dul Iuliu Maniu, nr. 11Sector 6 Bucuresti",,,,,,,"[""Medicina de Laborator (Analize medicale)""]"
Centrul Medical Dr. Aljobory,"Clinica Dr. Aljobory Medical Center a luat nastere din pasiune pentru medicina, grija fata de oameni, abnegatie pentru valoarea terapeutica a actului medical si din devotament pentru etica medicala.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""09:00"", ""endTime"": ""13:00""}], ""D"": []}",,,contact@aljobory-medicalcenter.ro,http://www.dr.aljobory-medicalcenter.ro,"Str. Bucovinei nr. 73Timis, Timisoara",,,,,,"[""Farmacie in clinica""]","[""Alergologie si Imunologie Clinica"", ""Anestezie si Terapie Intensiva"", ""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Plastica, Estetica si Microchirurgie Reconstructiva"", ""Chirurgie Toracica"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Familie"", ""Medicina Interna"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihologie"", ""Radiologie - Imagistica Medicala"", ""Urologie""]"
Centrul Medical Dr. Begher,,Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""S"": [], ""D"": []}",,,office@dr-begher.ro,http://www.dr-begher.ro,"B-dul Revolutiei nr. 26-38 sc. A parterArad, Arad",,,,,,,"[""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Muncii""]"
Centrul Medical Dr. Calugaru - Craiova,Centrul Medical Dr. Calugaru dispune de medici si asistenti competenti si va asteapta pentru consultatii si tratament.,Clinica Medicala,,,,,http://www.neurologiecraiova.ro,,,,,,,,"[""Neurologie""]"
Centrul Medical Dr. Cev,"Centrul Medical Dr. Cev este prima policlinica privata din municipiul Lugoj, având ca obiect de activitate ambulatoriul de specialitate, a carei baze au fost puse înca din 1997.",Clinica Medicala,,,,cm_dr_cev@yahoo.com,http://www.centrulmedicaldrcev.ro,"Str. Fagaras nr. 3Timis, Lugoj",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Anestezie si Terapie Intensiva"", ""Cardiologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Neurologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie""]"
Centrul Medical Dr. D,"Centrul DR.D este un centru monospecialitate care ofera servicii complexe si complet legate de patologia endocrin-metabolica. Surplusul ponderal, expresie comuna a dereglarilor endocrine-metabolice, este ""atacat"" de echipa noastra prin diferite stiluri: nutritia clasica a scolii romanesti, nutritia integrativa a scolii americane si nutritia holistica. Endocrinologia ofera evaluare de la A la Z: examen clinic, EKG, exoftalmometrie, ecografie clasica tiroidiana, color Doppler, Power Doppler cu aprecierea vitezei fluxului sanguin tumoral, si nu in ultimul rand elastografie in timp real. Evaluarea duritatii nodulilor tiroidieni este cea mai moderata si noninvaziva metoda de discriminare a nodulilor potentiali maligni de cei benigni. Centrul nostru este singurul din vestul tarii in care evaluarea mamara este complexa: aprecierea contextului hormonal punctual al fiecarei paciente, ecografie ductala cu respectarea reperelor anatomice mamare, ecografie Doppler (cu evaluarea vascularizatiei tumorale si a vitezei vaselor tumorale), elastografie in timp real cu aprecierea duritatii si riscului de malignitate a nodulilor.",Clinica Medicala,,,,office@centruldrd.ro,https://www.centruldrd.ro,"Str. Patriarh Miron Cristea nr. 9Timis, Timisoara",,,,,,,"[""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Medicina Alternativa/Naturista"", ""Neurologie"", ""Urologie""]"
Centrul Medical Dr. Dragoi - Timisoara,"Consult, diagnosticare si tratament de specialitate in: - boli reumatismale degenerative (artroze , spondiloze) - boli reumatismale inflamatorii (poliartrita reumatoida, spondilita anchilozanta, artropatia psoriazica) - boli musculoscheletale, artrita juvenila, colagen, autoimune. - reumatismul tesutului moale( tendinite, bursite, periartrite, miozite) - stari post-traumatice ( dupa fracturi, entorse , luxatii, algoneurodistrofii) - stari post protezare articulara - boli neuromusculare (monopareze, parapareze, hemipareze, de origine centrala si periferice, neuropatii , atrofii musculare, denervari partiale, pareze faciale) - osteoporoza de tip I, II si secundara. - deviatii de ax ale coloanei la copil si adult, cifoscolioza sau ale articulatiilor mari ( sold, genunchi), picior plat. - sechele de encefalopatie motorie infantila cu retard psihosomatic grad usor. - sechele poliomielita terapie antiaging NOU! recuperarea leziunilor cronice a piciorului diabetic, preventie si tratament complex.",Clinica Medicala,"{""L"": [{""startTime"": ""13:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""18:30""}], ""Mi"": [{""startTime"": ""13:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""18:30""}], ""V"": [{""startTime"": ""13:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,mhdragoi@centruldrdragoi.ro,http://www.centruldrdragoi.ro,"Str. Eternitatii nr. 53 sc. D parterTimis, Timisoara",,,,,,,"[""Medicina Alternativa/Naturista"", ""Medicina de Familie"", ""Medicina Generala"", ""Medicina Muncii"", ""Medicina Sportiva"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie""]"
Centrul Medical Dr. Furtuna Dan,"Centrul Medical „Dr. Furtuna Dan”, prezent pe piata din 2011, este o companie ce ofera atât servicii medicale cu plata, cât si servicii decontabile în sistem CAS. Pornita ca un centru medical de medicina de familie, compania a crescut organic si constant, iar în august 2016 au fost puse bazele unei noi clinici.",Centru Medical,,,,receptie@drfurtunadan.ro / office,https://drfurtunadan.ro,Str. Leonte Anastasievici Nr. 34 Sector 5 Bucuresti,,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Vasculara"", ""Dermatovenerologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Geriatrie si Gerontologie"", ""Medicina de Familie"", ""Medicina Interna"", ""Neurochirurgie"", ""Neurologie"", ""Nutritie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Oncologie Medicala"", ""Otorinolaringologie (ORL)"", ""Pneumologie"", ""Psihiatrie"", ""Reumatologie"", ""Urologie""]"
Centrul Medical Dr. Furtuna Dan,"Centrul Medical „Dr. Furtuna Dan”, prezent pe piata din 2011, este o companie ce ofera atât servicii medicale cu plata, cât si servicii decontabile în sistem CAS. Pornita ca un centru medical de medicina de familie, compania a crescut organic si constant, iar în august 2016 au fost puse bazele unei noi clinici.",Centru Medical,,,,receptie@drfurtunadan.ro / office,https://drfurtunadan.ro,Str. Teius nr. 3 Sector 5 Bucuresti,,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Vasculara"", ""Dermatovenerologie"", ""Endocrinologie"", ""Gastroenterologie"", ""Geriatrie si Gerontologie"", ""Medicina de Familie"", ""Medicina Interna"", ""Neurochirurgie"", ""Neurologie"", ""Nutritie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Otorinolaringologie (ORL)"", ""Pneumologie"", ""Psihiatrie"", ""Reumatologie"", ""Urologie""]"
Centrul Medical Dr. Hrubaru N & B,"Centrul Medical Dr. Hrubaru N & B asigura servicii medicale de obstetrica-ginecologie, consultatii, ecografie abdominala, vaginala, cauterizari, mici interventii chirurgicale.",Clinica Medicala,"{""L"": [{""startTime"": ""14:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""14:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""14:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""14:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""14:00"", ""endTime"": ""21:00""}], ""S"": [{""startTime"": ""09:00"", ""endTime"": ""16:00""}], ""D"": []}",,,,,,,,,,,,"[""Obstetrica - Ginecologie""]"
Centrul Medical Dr. Ianosi,,Clinica Medicala,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}","{""label"": ""phone"", ""value"": ""0351 - 178 448""}","[{""label"": ""phone"", ""value"": ""0723 736 475""}, {""label"": ""fax"", ""value"": ""0251 - 414 700""}]",contact@drianosi.ro,http://www.drianosi.ro,"B-dul Carol nr. 99Dolj, Craiova",,,,,,,"[""Chirurgie Generala"", ""Dermatovenerologie"", ""Gastroenterologie"", ""Medicina Interna""]"
Centrul Medical Dr. Lazarescu Marius,"Centrul Medical este proiectul meu de suflet, nascut din convingerea ca exista o nevoie reala de servicii de calitate sustinute de o comunicarea transparenta intre medic si pacient. Natura meseriei noastre ne obliga de multe ori la abordarea unei atitudini impersonale pentru a ne proteja emotional de situatiile dramatice ale pacientilor.",Cabinet Medical,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""14:00""}], ""D"": []}",,,doctor.lazarescu@gmail.com,http://www.doctorlazarescu.ro,Strada Hatmanul Arbore Nr 12 Etaj 5 Interfon 6 Sector 1 Bucuresti,,,,,,,"[""Medicina Generala"", ""Medicina Muncii""]"
Centrul Medical Dr. Manuela Vaetisi,"In cadrul centrului nostru va punem la dispozitie o gamalarga de servicii medicale de specialitate oferindu-va, pe de o parte, servicii de calitate, la standarde internationale, iar pe de alta parte, practicând preturi accesibile* si servindu-ne de aparatura medicala de ultima generatie.",Centru Medical,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Alergologie si Imunologie Clinica"", ""Fizioterapie"", ""Medicina de Familie"", ""Medicina Muncii"", ""Neurologie"", ""Psihologie"", ""Urologie""]"
Centrul Medical Dr. Popa,"Centrul Medical Dr. Popa a intrat pe piata serviciilor medicale la inceputul anului 2009 cu o singura specialitate: obstetrica-ginecologie. Pentru ca a inregistrat o dezvoltare rapida, centrul si-a inmultit serviciile medicale, gazduind acum urmatoarele specialitati: obstetrica-ginecologie, medicina interna, dermatologie, endocrinologie si urologie. Centrul nostru imbina performanta si calitatea intr-o ambianta perfecta.",Clinica Medicala,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,centrulmedicaldr.popa@yahoo.com,http://www.centrulmedicaldrpopa.ro,"Calea Aradului nr. 30Timis, Timisoara",,,,,,,"[""Anatomie Patologica"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Obstetrica - Ginecologie"", ""Urologie""]"
Centrul Medical Dr. Tantau,"Centrul Medical de Gastroenterologie, Hepatologie si Endoscopie Digestiva asigura consultatii de gastroenterologie, hepatologie (afectiuni hepatice), fiind dotat cu aparatura de endoscopie digestiva de ultima ora. ",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""S"": [], ""D"": []}",,,contact@doctortantau.ro,http://www.doctortantau.ro,"G-ral Traian Mosoiu nr. 38ACluj, Cluj-Napoca",,,,,,,"[""Gastroenterologie"", ""Hepatologie""]"
Centrul Medical Dr. Teaha,"Iti dorim sanatate. Activitatea principala a centrului medical este acordarea asistentei medicale in conditii optime cu inalt professionalism, in mai multe specialitati medicale. Oferim servicii medicale in dorinta de a stabili ambulator un diagnostic cert, complet si precoce, precum si o conduita terapeutica eficienta. Iti dorim sanatate. Activitatea principala a centrului medical este acordarea asistentei medicale in conditii optime cu inalt professionalism, in mai multe specialitati medicale. Oferim servicii medicale in dorinta de a stabili ambulator un diagnostic cert, complet si precoce, precum si o conduita terapeutica eficienta. Laborator de analize medicale Asiguram pacientilor confid entialitate,siguranta si confort,dorind sa schimbam mentalitatea pacientilor despre propria sanatate, promovand medicina moderna, venind in intampinarea cu metode moderne de investigatii si un climat favorabil in relatia medic-pacient in vederea unei bune comunicari in beneficial pacientilor promovand sanatatea. Consideram ca o astfel de institutie trebuie sa ofere servicii medicale de inalta competenta asigurand conditii de igiena perfecta si confort maxim intr-un cadru modern. In acest sens punem la dispozitia pacientilor nostii un cadru adecvat intr-un mediu placut cu personalul medical, tanar si competent, costanta principala ramanand calitatea actului medical si intelegerea fata de pacientii nostrii.",Clinica Medicala,,,,,http://www.teahamedica.ro,,,,,,,,"[""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Muncii"", ""Obstetrica - Ginecologie""]"
Centrul Medical Dr. Tiron,"Centrul Medical Dr. Tiron este un centru de referinta in posturologie si ozonoterapie. Clinica mai ofera si servicii de analiza minerala tisulara, osteopatie, ortopedie si traumatologie de sport.",Clinica Medicala,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""16:30""}], ""S"": [], ""D"": []}","{""label"": ""phone"", ""value"": ""021 - 313 50 93""}","[{""label"": ""phone"", ""value"": ""0722 509 810""}, {""label"": ""fax"", ""value"": ""021 - 313 50 24""}]",,,,,,,,,,"[""Homeopatie"", ""Medicina Alternativa/Naturista"", ""Medicina Generala"", ""Medicina Sportiva"", ""Ortopedie si Traumatologie"", ""Recuperare, Medicina Fizica si Balneologie""]"
Centrul Medical Dr. Vaetisi,,Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,secretariat.cmvaetisi@yahoo.com,http://www.centrul-medical.ro,"Str. Gheorghe Lazar nr. 17Timis, Timisoara",,,,,,,"[""Chirurgie Vasculara"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Psihologie"", ""Recuperare, Medicina Fizica si Balneologie"", ""Urologie""]"
